TICKER,DATE,OPEN,HIGH,LOW,CLOSE,VOL
SU26218RMFS6,2020-01-03,118.039,118.49,118.039,118.49,2131
SU26218RMFS6,2020-01-06,118.469,118.47,118.031,118.35,5549
SU26218RMFS6,2020-01-08,117.722,118.467,117.722,118.1,13081
SU26218RMFS6,2020-01-09,118.337,118.378,117.921,118.329,20464
SU26218RMFS6,2020-01-10,118.003,119.766,118.0,119.766,57992
SU26218RMFS6,2020-01-13,118.44,119.999,118.44,119.999,8774
SU26218RMFS6,2020-01-14,119.999,119.999,119.65,119.8,40200
SU26218RMFS6,2020-01-15,119.472,119.909,119.1,119.365,102098
SU26218RMFS6,2020-01-16,119.179,119.809,119.177,119.402,5761
SU26218RMFS6,2020-01-17,118.71,119.9,118.709,119.887,27897
SU26218RMFS6,2020-01-20,119.886,119.899,119.7,119.79,20537
SU26218RMFS6,2020-01-21,119.76,119.874,119.399,119.67,15224
SU26218RMFS6,2020-01-22,119.567,119.75,119.298,119.528,16032
SU26218RMFS6,2020-01-23,119.526,119.745,119.477,119.635,322361
SU26218RMFS6,2020-01-24,119.67,119.699,119.33,119.502,15097
SU26218RMFS6,2020-01-27,119.995,119.995,118.552,118.8,18324
SU26218RMFS6,2020-01-28,118.563,119.148,118.374,119.147,211585
SU26218RMFS6,2020-01-29,119.147,119.248,118.756,119.198,651087
SU26218RMFS6,2020-01-30,119.389,119.389,118.702,118.95,12854
SU26218RMFS6,2020-01-31,118.832,119.3,118.791,118.8,174816
SU26218RMFS6,2020-02-03,118.8,118.95,118.421,118.839,12397
SU26218RMFS6,2020-02-04,118.65,119.19,118.64,119.16,925809
SU26218RMFS6,2020-02-05,118.941,119.539,118.941,119.497,12094
SU26218RMFS6,2020-02-06,119.675,119.748,119.067,119.152,88475
SU26218RMFS6,2020-02-07,119.537,119.899,119.0,119.75,117042
SU26218RMFS6,2020-02-10,119.85,119.899,119.398,119.865,86259
SU26218RMFS6,2020-02-11,119.636,119.989,119.6,119.949,67891
SU26218RMFS6,2020-02-12,119.949,120.249,119.9,120.249,64335
SU26218RMFS6,2020-02-13,120.648,120.648,120.25,120.573,7580
SU26218RMFS6,2020-02-14,120.577,120.8,120.203,120.55,26268
SU26218RMFS6,2020-02-17,120.79,120.791,120.381,120.55,5380
SU26218RMFS6,2020-02-18,120.894,120.895,120.3,120.463,183160
SU26218RMFS6,2020-02-19,120.777,121.039,120.412,120.996,376453
SU26218RMFS6,2020-02-20,121.002,121.598,120.803,121.477,132518
SU26218RMFS6,2020-02-21,121.479,121.482,121.062,121.217,12321
SU26218RMFS6,2020-02-25,121.777,121.816,120.303,120.399,12053
SU26218RMFS6,2020-02-26,120.397,120.49,119.501,120.378,56883
SU26218RMFS6,2020-02-27,120.025,120.03,118.32,118.726,75407
SU26218RMFS6,2020-02-28,118.999,119.41,115.003,116.5,358703
SU26218RMFS6,2020-03-02,116.151,117.999,116.1,117.0,59226
SU26218RMFS6,2020-03-03,117.001,118.852,117.001,118.8,115882
SU26218RMFS6,2020-03-04,118.4,121.177,118.4,120.4,238095
SU26218RMFS6,2020-03-05,120.962,120.965,119.002,119.023,240153
SU26218RMFS6,2020-03-06,117.101,118.815,116.27,116.697,34482
SU26218RMFS6,2020-03-10,114.007,114.99,111.007,112.205,294130
SU26218RMFS6,2020-03-11,112.13,114.941,110.1,110.45,122553
SU26218RMFS6,2020-03-12,110.007,110.44,104.16,104.8,287797
