TICKER,DATE,OPEN,HIGH,LOW,CLOSE,VOL
SU26219RMFS4,2020-01-03,109.199,109.293,108.836,109.099,4715
SU26219RMFS4,2020-01-06,109.29,109.29,108.855,109.0,3547
SU26219RMFS4,2020-01-08,108.881,109.097,108.881,108.99,4189
SU26219RMFS4,2020-01-09,109.294,109.295,108.9,109.15,4382
SU26219RMFS4,2020-01-10,108.983,109.899,108.51,109.898,251563
SU26219RMFS4,2020-01-13,109.005,110.499,109.005,110.249,8825
SU26219RMFS4,2020-01-14,111.729,111.729,109.72,109.8,11729
SU26219RMFS4,2020-01-15,109.744,110.073,109.243,109.575,4880
SU26219RMFS4,2020-01-16,109.879,109.93,109.479,109.7,24599
SU26219RMFS4,2020-01-17,109.917,109.994,109.601,109.97,7088
SU26219RMFS4,2020-01-20,109.759,110.01,109.759,109.993,225937
SU26219RMFS4,2020-01-21,109.993,110.099,109.636,109.672,16895
SU26219RMFS4,2020-01-22,110.233,110.233,109.6,109.956,37171
SU26219RMFS4,2020-01-23,110.235,110.235,109.75,109.945,69636
SU26219RMFS4,2020-01-24,109.764,110.096,109.764,109.9,12806
SU26219RMFS4,2020-01-27,109.761,110.098,109.391,109.391,21585
SU26219RMFS4,2020-01-28,109.992,109.992,109.21,109.799,41302
SU26219RMFS4,2020-01-29,109.59,109.98,109.5,109.977,7578
SU26219RMFS4,2020-01-30,109.948,109.948,109.553,109.747,5553
SU26219RMFS4,2020-01-31,109.879,110.1,109.503,109.512,146902
SU26219RMFS4,2020-02-03,109.95,109.95,109.308,109.379,94767
SU26219RMFS4,2020-02-04,109.797,109.809,109.348,109.8,169098
SU26219RMFS4,2020-02-05,109.938,109.955,109.538,109.9,510896
SU26219RMFS4,2020-02-06,109.516,110.192,109.514,109.898,19138
SU26219RMFS4,2020-02-07,109.691,110.296,109.646,110.002,120320
SU26219RMFS4,2020-02-10,109.921,110.341,109.921,110.153,126357
SU26219RMFS4,2020-02-11,110.03,110.3,110.03,110.22,309284
SU26219RMFS4,2020-02-12,110.398,110.649,110.074,110.601,130870
SU26219RMFS4,2020-02-13,110.9,110.9,110.056,110.811,3002
SU26219RMFS4,2020-02-14,111.645,111.645,110.506,110.9,16390
SU26219RMFS4,2020-02-17,111.688,111.688,110.725,110.901,9069
SU26219RMFS4,2020-02-18,111.2,111.2,110.775,111.048,105447
SU26219RMFS4,2020-02-19,112.0,112.0,110.807,111.197,23277
SU26219RMFS4,2020-02-20,112.0,112.0,111.1,111.497,4773
SU26219RMFS4,2020-02-21,111.53,111.53,111.17,111.408,36215
SU26219RMFS4,2020-02-25,111.31,111.31,110.653,110.761,326993
SU26219RMFS4,2020-02-26,110.301,110.786,110.301,110.611,211452
SU26219RMFS4,2020-02-27,110.63,110.65,108.714,109.549,68321
SU26219RMFS4,2020-02-28,108.502,109.45,106.072,108.282,188184
SU26219RMFS4,2020-03-02,107.885,110.186,107.88,109.009,606935
SU26219RMFS4,2020-03-03,108.0,111.199,106.104,110.098,55268
SU26219RMFS4,2020-03-04,109.131,111.099,109.131,110.8,478506
SU26219RMFS4,2020-03-05,110.702,111.409,110.005,110.479,8467
SU26219RMFS4,2020-03-06,111.982,111.982,108.4,108.607,30242
SU26219RMFS4,2020-03-10,105.174,108.0,104.0,105.67,45943
SU26219RMFS4,2020-03-11,106.43,108.46,102.42,104.248,210341
SU26219RMFS4,2020-03-12,102.613,103.8,100.005,100.071,634546
SU26219RMFS4,2020-03-13,100.175,101.999,100.175,101.6,718352
SU26219RMFS4,2020-03-16,100.996,102.03,99.251,100.87,318463
SU26219RMFS4,2020-03-17,100.87,101.383,99.729,100.479,438703
SU26219RMFS4,2020-03-18,101.29,101.29,97.674,98.01,558606
SU26219RMFS4,2020-03-19,98.001,100.0,97.342,100.0,120069
SU26219RMFS4,2020-03-20,100.91,102.701,100.91,102.348,683276
SU26219RMFS4,2020-03-23,100.542,102.79,100.54,102.649,181654
SU26219RMFS4,2020-03-24,101.999,105.858,101.803,104.828,186896
SU26219RMFS4,2020-03-25,103.971,105.446,102.5,104.2,132219
