TICKER,DATE,OPEN,HIGH,LOW,CLOSE,VOL
SU26227RMFS7,2020-01-03,105.75,105.77,105.681,105.769,281
SU26227RMFS7,2020-01-06,105.829,105.829,105.68,105.79,2058
SU26227RMFS7,2020-01-08,105.828,105.831,105.783,105.83,299
SU26227RMFS7,2020-01-09,105.69,105.949,105.69,105.93,527606
SU26227RMFS7,2020-01-10,106.079,106.399,105.9,106.399,741692
SU26227RMFS7,2020-01-13,106.5,106.651,106.399,106.5,1088781
SU26227RMFS7,2020-01-14,106.5,106.75,106.353,106.4,599021
SU26227RMFS7,2020-01-15,106.18,106.62,106.18,106.201,639497
SU26227RMFS7,2020-01-16,106.7,106.7,106.25,106.35,965175
SU26227RMFS7,2020-01-17,106.6,106.6,106.35,106.5,70528
SU26227RMFS7,2020-01-20,106.9,106.9,106.51,106.549,347855
SU26227RMFS7,2020-01-21,106.41,106.539,106.26,106.474,133119
SU26227RMFS7,2020-01-22,106.4,106.638,106.302,106.497,413091
SU26227RMFS7,2020-01-23,106.161,106.593,105.411,106.571,143375
SU26227RMFS7,2020-01-24,106.551,106.8,106.5,106.55,147313
SU26227RMFS7,2020-01-27,105.5,106.799,105.413,106.201,1194378
SU26227RMFS7,2020-01-28,106.001,106.459,106.0,106.3,154546
SU26227RMFS7,2020-01-29,106.449,106.449,106.25,106.398,32525
SU26227RMFS7,2020-01-30,106.509,106.509,106.092,106.346,4951
SU26227RMFS7,2020-01-31,106.45,106.509,106.053,106.231,204644
SU26227RMFS7,2020-02-03,106.0,106.2,106.0,106.2,37779
SU26227RMFS7,2020-02-04,106.021,106.396,106.021,106.396,1092442
SU26227RMFS7,2020-02-05,106.3,106.5,106.292,106.46,115140
SU26227RMFS7,2020-02-06,106.539,106.539,106.35,106.35,66345
SU26227RMFS7,2020-02-07,106.498,106.62,106.35,106.61,1375394
SU26227RMFS7,2020-02-10,106.55,106.65,106.411,106.618,56691
SU26227RMFS7,2020-02-11,106.65,106.7,106.553,106.66,501490
SU26227RMFS7,2020-02-12,106.55,106.9,106.55,106.89,1362489
SU26227RMFS7,2020-02-13,106.9,106.997,106.9,106.984,129439
SU26227RMFS7,2020-02-14,106.7,107.12,106.7,107.04,1716787
SU26227RMFS7,2020-02-17,106.601,107.261,106.601,107.098,1374185
SU26227RMFS7,2020-02-18,107.294,107.294,106.95,107.089,31383
SU26227RMFS7,2020-02-19,107.099,107.196,107.0,107.15,3143425
SU26227RMFS7,2020-02-20,107.239,107.387,107.006,107.23,1046187
SU26227RMFS7,2020-02-21,107.397,107.397,107.006,107.101,238331
SU26227RMFS7,2020-02-25,107.2,107.2,106.8,106.999,110324
SU26227RMFS7,2020-02-26,106.9,107.0,106.63,106.898,74728
SU26227RMFS7,2020-02-27,106.58,106.85,106.04,106.04,172255
SU26227RMFS7,2020-02-28,106.471,106.471,104.554,105.601,655325
SU26227RMFS7,2020-03-02,105.782,106.05,103.951,105.6,1322172
SU26227RMFS7,2020-03-03,105.987,106.526,105.8,106.5,347719
SU26227RMFS7,2020-03-04,106.471,107.16,106.36,106.6,227070
SU26227RMFS7,2020-03-05,106.939,107.15,106.492,106.58,2411623
SU26227RMFS7,2020-03-06,106.37,106.58,104.946,105.255,36283
SU26227RMFS7,2020-03-10,103.961,104.654,101.997,103.05,1297918
SU26227RMFS7,2020-03-11,104.037,104.037,102.2,102.704,536606
SU26227RMFS7,2020-03-12,102.0,102.0,99.34,100.06,228558
SU26227RMFS7,2020-03-13,99.76,100.84,99.745,100.61,1585480
SU26227RMFS7,2020-03-16,99.283,100.6,99.152,99.469,281380
SU26227RMFS7,2020-03-17,99.469,100.43,99.0,99.3,163801
SU26227RMFS7,2020-03-18,99.998,99.998,97.631,97.95,123583
SU26227RMFS7,2020-03-19,97.632,99.999,94.98,98.998,20665
SU26227RMFS7,2020-03-20,99.929,100.879,99.929,100.498,479542
SU26227RMFS7,2020-03-23,100.497,100.899,99.3,100.8,67768
SU26227RMFS7,2020-03-24,101.72,103.0,101.0,102.7,2909285
SU26227RMFS7,2020-03-25,102.7,103.2,101.64,101.894,1059364
SU26227RMFS7,2020-03-26,102.819,102.929,101.905,102.929,497225
SU26227RMFS7,2020-03-27,103.089,103.52,102.453,102.896,73294
SU26227RMFS7,2020-03-30,102.895,103.089,101.61,102.75,139302
SU26227RMFS7,2020-03-31,102.081,103.848,102.081,103.3,990116
SU26227RMFS7,2020-04-01,103.889,103.889,102.733,103.539,2138
SU26227RMFS7,2020-04-02,103.939,103.939,102.775,103.29,10863
SU26227RMFS7,2020-04-03,103.569,103.848,103.202,103.599,119128
SU26227RMFS7,2020-04-06,103.74,103.889,103.601,103.8,130907
SU26227RMFS7,2020-04-07,103.889,104.2,103.662,103.899,966324
SU26227RMFS7,2020-04-08,104.139,104.139,103.8,103.899,647782
SU26227RMFS7,2020-04-09,104.288,104.29,103.95,104.0,4053
SU26227RMFS7,2020-04-10,104.269,104.269,103.911,104.05,109951
SU26227RMFS7,2020-04-13,103.899,104.257,102.95,104.2,46090
SU26227RMFS7,2020-04-14,104.35,104.35,103.918,103.94,130904
SU26227RMFS7,2020-04-15,104.386,104.386,103.8,104.0,397099
SU26227RMFS7,2020-04-16,104.277,104.599,103.824,104.497,101479
SU26227RMFS7,2020-04-17,104.866,106.148,104.433,105.719,46496
SU26227RMFS7,2020-04-20,106.129,106.597,106.098,106.3,887192
SU26227RMFS7,2020-04-21,106.257,106.41,105.446,105.7,645451
SU26227RMFS7,2020-04-22,105.701,106.6,105.645,106.59,1710360
SU26227RMFS7,2020-04-23,106.856,106.99,106.6,106.706,830310
SU26227RMFS7,2020-04-24,106.706,107.147,106.65,107.147,50358
SU26227RMFS7,2020-04-27,107.196,107.198,106.8,107.056,92115
SU26227RMFS7,2020-04-28,107.056,107.1,106.703,106.921,9532
SU26227RMFS7,2020-04-29,107.146,107.148,106.854,107.049,21337
SU26227RMFS7,2020-04-30,106.853,107.15,106.853,107.05,427009
SU26227RMFS7,2020-05-04,107.199,107.199,106.757,107.06,570
SU26227RMFS7,2020-05-05,107.2,107.2,107.028,107.029,447
SU26227RMFS7,2020-05-06,107.199,107.199,106.954,107.05,1449970
SU26227RMFS7,2020-05-07,107.197,107.205,107.051,107.205,322037
SU26227RMFS7,2020-05-08,107.398,108.199,107.3,108.199,86099
SU26227RMFS7,2020-05-12,108.197,108.619,107.928,108.598,315467
SU26227RMFS7,2020-05-13,108.614,108.644,108.22,108.55,1078163
SU26227RMFS7,2020-05-14,108.6,108.75,108.495,108.749,349707
SU26227RMFS7,2020-05-15,108.822,109.69,108.822,109.351,427290
SU26227RMFS7,2020-05-18,109.372,109.886,109.372,109.501,469594
SU26227RMFS7,2020-05-19,109.442,109.637,109.303,109.49,417887
SU26227RMFS7,2020-05-20,109.761,109.809,109.431,109.47,422202
SU26227RMFS7,2020-05-21,109.463,109.82,109.462,109.5,68648
SU26227RMFS7,2020-05-22,109.307,109.64,109.307,109.449,224809
SU26227RMFS7,2020-05-25,109.688,109.688,109.335,109.549,16913
SU26227RMFS7,2020-05-26,109.501,109.501,109.375,109.43,346231
SU26227RMFS7,2020-05-27,109.596,109.596,109.221,109.298,132668
SU26227RMFS7,2020-05-28,109.388,109.388,109.2,109.261,59974
SU26227RMFS7,2020-05-29,109.105,109.407,109.104,109.349,133126
SU26227RMFS7,2020-06-01,109.292,109.674,109.29,109.495,21079
SU26227RMFS7,2020-06-02,109.498,109.599,109.455,109.455,305244
SU26227RMFS7,2020-06-03,109.549,109.599,109.111,109.486,578750
SU26227RMFS7,2020-06-04,109.31,109.387,108.911,109.142,610775
SU26227RMFS7,2020-06-05,109.015,109.186,108.75,108.753,580473
SU26227RMFS7,2020-06-08,108.998,109.172,108.758,108.837,72605
SU26227RMFS7,2020-06-09,109.036,109.074,108.757,109.074,714586
SU26227RMFS7,2020-06-10,109.199,109.299,109.05,109.198,30997
SU26227RMFS7,2020-06-11,109.2,109.285,108.92,109.149,240332
SU26227RMFS7,2020-06-15,108.99,109.297,108.901,109.272,1122
SU26227RMFS7,2020-06-16,109.001,109.428,109.001,109.359,19920
SU26227RMFS7,2020-06-17,109.115,109.759,109.112,109.708,1001563
SU26227RMFS7,2020-06-18,109.431,109.899,109.431,109.899,989
SU26227RMFS7,2020-06-19,109.91,110.406,109.7,110.149,12584
SU26227RMFS7,2020-06-22,110.405,110.407,109.78,109.78,32263
SU26227RMFS7,2020-06-23,109.999,110.154,109.621,110.095,199308
SU26227RMFS7,2020-06-25,110.047,110.077,109.501,109.62,203382
SU26227RMFS7,2020-06-26,109.9,109.9,109.581,109.77,6950
